126415614616154112,b'Now all @Apple has to do is get swype on the iphone and it will be crack. Iphone that is',positive,apple 
126768953027608576,b'RT @NeowinFeed: Microsoft Stores offer up free Windows Phone 7 devices #microsoft #microsoftstores http://t.co/hJ8qlOC9 #neowin',neutral,microsoft
126768739692720128,"b'Google Docs presentation makes PowerPoint weep, beg for mercy http://t.co/9rVHs6jk via @engadget #google #powerpoint #microsoft #haha'",neutral,microsoft
126768259734315008,b'RT @Flipbooks #Microsoft Researchers Want to Turn Your Hand Into a Touchscreen http://t.co/NDpyFvpK rt @TferThomas #Technology #Tech',neutral,microsoft
126768125386571776,b'RT @Flipbooks: #Microsoft Researchers Want to Turn Your Hand Into a Touchscreen http://t.co/HIbjxHVD rt @TferThomas #Technology #Tech',neutral,microsoft
126768055769513984,b'#Microsoft Researchers Want to Turn Your Hand Into a Touchscreen http://t.co/HIbjxHVD rt @TferThomas #Technology #Tech',neutral,microsoft
126768000949948416,b'Nice comparison w #Microsoft :) RT @google: Watch the live stream of Vic Gundotra & Sergey Brin at #w2s http://t.co/vPxANJtz',neutral,microsoft
126767824386531329,b'.. downloading CTP3 of #Microsoft #SQL2012 to play around ...http://www.microsoft.com/sqlserver/en/us/default.aspx',neutral,microsoft
126767467077976065,"b'DPR Client: @EvolveTech partnering with #Microsoft on #Office 365 webinar Tuesday, Nov. 1, at 10 a.m. ET. Sign up! http://t.co/hnrzdFk5'",neutral,microsoft
126766670109872128,b'RT @techinciter: Suppose Microsoft Had Bought Siri? - Forbes http://t.co/ZRYNdhDi #apple #microsoft #siri #msft',neutral,microsoft
126766092629712896,b'Windows Phone firmware updates due next week to enable Internet Sharing http://t.co/yPF60YEe #microsoft #windows',neutral,microsoft
126764662510452736,b'@TheZeroOfTime #microsoft',neutral,microsoft
126764604218028033,b'1st public test release for the Roslyn project. http://t.co/0j9ly9Y8 giving APIs to the C# compiler (and visual basic but ..;). #microsoft',neutral,microsoft
126762652402860033,b'Updates: Windows Phone 7.5 now available more broadly http://t.co/miMgwgwo #microsoft',neutral,microsoft
126762576557248512,b'RT @SAP_MICROSOFT: Follow @whymicrosoft for insight on #Microsoft solutions which drive productivity for people and their organizations',neutral,microsoft
126761994098442241,"b""#Microsoft builds a functioning 'holodesk' to interact with digital items - http://t.co/ougSB108 via @TheNextWeb""",neutral,microsoft
126761880801910784,b'@nokia Is #Nokia going to release their new #WindowsPhone in Norway this year? #WP7 #Microsoft',neutral,microsoft
126761759041265664,b'Ballmer On Not Buying Yahoo: \nhttp://t.co/ogoaKRBf \n\n#Microsoft #Yahoo #Skype #Xbox #Google #Bing #Ballmer http://t.co/LwUYs0uP',neutral,microsoft
126761312016547840,b'#Microsoft delivers #developer preview of Roslyn compiler as a service http://t.co/nM30ugQQ',neutral,microsoft
126761103677071362,b'RT @ScottRockHill: #MIcrosoft Launches Reseller RewardHub for Resllers http://t.co/scPUl9Yz',neutral,microsoft
126761034341040128,b'#GA-repost: RT @whymicrosoft Are you making the move from #GoogleApps to #Microsoft? &gt;&gt; #Metalogix can migrate y... http://t.co/z3Z3X9pA',neutral,microsoft
126758826337771520,b'RT @whymicrosoft Are you making the move from #GoogleApps to #Microsoft? &gt;&gt; #Metalogix can migrate you from #GoogleApps to #SharePoint',neutral,microsoft
126758715981434881,b'#Microsoft builds a functioning \xe2\x80\x98holodesk\xe2\x80\x99 to interact with digital items http://t.co/BgrZnNvs #uncategorized',neutral,microsoft
126756834257285120,b'#seguridadparatodos is using #Microsoft #Security #Essentials and you? (thx @msftsecresponse) - Our analysis [Spanish] http://t.co/hUt3FQyA',neutral,microsoft
126755433108082688,b'Bill Gates jumps over chairs during interviews http://t.co/dmVtFsVg #BillGates #microsoft #parkour #cheatedabit',neutral,microsoft
126755073664618496,b'Minority Report-esque interface developed by #Microsoft Research and Carnegie Mellon University http://t.co/0yqEKDzg via @Digg',neutral,microsoft
126754216160145409,"b""I can't c it as an important invention ... Siri is an incomparable alternative!  -- PocketTouch http://t.co/4DPIoyqT #MicroSoft #Siri""",neutral,microsoft
126753468160540672,b'Get rid of that tangled mess behind your computer desk with this #Microsoft Wireless Mouse and Keyboard:  http://t.co/n4LewRAy',neutral,microsoft
126752950654746624,b'#Microsoft delivers developer preview of Roslyn compiler as a service http://t.co/5yup4iMK',neutral,microsoft
126752714385391616,b'RT @nedraallmond: @WSPSanDiego Kickoff tomorrow 10/20 at San Diego #Microsoft Store at 6:00pm @wspwest http://t.co/iuaa4yuE',neutral,microsoft
126752712300826624,b'RT @nedraallmond: @WSPSanDiego Kickoff tomorrow 10/20 at San Diego #Microsoft Store at 6:00pm @wspwest http://t.co/GP8tIRXN',neutral,microsoft
126752262281371649,b'non conductive #surface become #multitouch. #touch #gestures: #microsoft #windows 7 @ #nui #apps http://t.co/Ygpnusfv',neutral,microsoft
126751213692792832,b'@WesleyBackelant Indeed I survived #sqlpass #sqlkilt and a couple of vendor evenings :-)  I spared #sqlkaraoke my great voice :-) #microsoft',neutral,microsoft
126751180557778945,b'BUILD Windows #Samsung #Slate PC in US #Microsoft Store http://t.co/bm4NeNiT #msdn #bldwin',neutral,microsoft
126750292212584449,"b'CNET \xc2\xbb #Microsoft #OmniTouch allows multitouch input on arbitrary, everyday surfaces (via @andretelles) \xc2\xbb http://t.co/fEB4uIMr'",neutral,microsoft
126749618229878784,b'Microsoft Roslyn CTP is finally out...Check it out http://t.co/cSTAnsLF #roslyn #visualstudio #compiler #csharp #net #microsoft',neutral,microsoft
126749567428468736,b'Vertical Solutions is giving away a #microsoft office pro pack at the #2011solutions conference! Stop by their booth for a chance to win!',neutral,microsoft
126749486545506304,"b'#Microsoft Pre-order Call of Duty: Modern Warfare 3 and get $20 off Xbox Live 12M Card, $10 bounce back co.. http://t.co/3ov35Z3R'",neutral,microsoft
126749360745758722,b'Reporting in #Microsoft Dynamics #AX2012 http://t.co/Q4oClJfS',neutral,microsoft
126748764869378048,b'RT @aislyngreene: #Microsoft wants to transform your hand into a touchscreen: http://t.co/an3bmArc via @AddThis',neutral,microsoft
126748146582818816,b'http://t.co/gAPEyL5N #Harmonix #Microsoft',neutral,microsoft
126747712082292736,b'RT @techinciter: Suppose Microsoft Had Bought Siri? - Forbes http://t.co/S19qrDjU #apple #microsoft #siri',neutral,microsoft
126746786806247424,"b'RT @techinciter: Open Letter: Steve Ballmer, Please Retire - Forbes - Please retweet! #MSFT needs a techie leader. http://t.co/E8uMRmro  ...'",neutral,microsoft
126746140791144448,"b'RT @dansaap: At the #VMworld party, looks good but I wonder who are the better dancers; #VMware or #Microsoft employees! ;-)'",neutral,microsoft
126745920967680000,"b""I'm nowhere near to be a scientst but thks to Steve Balmer 4 declarng me a scientst. Been using #Android frm last 3yrs. #Microsoft #Google""",neutral,microsoft
126745457232846849,b'#microsoft announces SP3 for #office2007 and #sharepoint2007.',neutral,microsoft
126745293378166784,b'#Microsoft wants to transform your hand into a touchscreen: http://t.co/J8FgWWgS via @AddThis',neutral,microsoft
126745275686600705,b'@WSPSanDiego Kickoff tomorrow 10/20 at San Diego #Microsoft Store at 6:00pm @wspwest http://t.co/5FiP2vVg or ping me #in',neutral,microsoft
126745248121618434,"b""Steve #Bullmer says it's hard for him to get excited about #android phones...even though #Microsoft makes loads of money off of their sales.""",neutral,microsoft
126744229912379392,b'Suppose Microsoft Had Bought Siri? - Forbes http://t.co/HoJx73Hh #apple #microsoft #siri',neutral,microsoft
126743926903283713,b'Suppose Microsoft Had Bought Siri? - Forbes http://t.co/ZRYNdhDi #apple #microsoft #siri #msft',neutral,microsoft
126743901968150528,b'@WSPSanDiego Kickoff tomorrow 10/20 at San Diego #Microsoft Store at 6:00pm @wspwest http://t.co/5FiP2vVg or ping me',neutral,microsoft
126743843348561920,"b'#Microsoft to Slash its #Water Impact in Quincy, Washington - http://t.co/0R5LMHZj'",neutral,microsoft
126743100809945090,"b'Good summary of planned updates to #Microsoft #Cloud services in Q4 - #SharePoint Online, #Office365, #CRM, #Azure. http://t.co/o35vv1wt'",neutral,microsoft
126743096896655362,"b'Good summary of planned updates to #Microsoft #Cloud services in Q4 - #SharePoint Online, #Office365, #CRM, #Azure. http://t.co/3bL6rh5v'",neutral,microsoft
126742966890004481,b'@VSLive What is up with #ATT at #Microsoft?  Full bars in one building and no service in another only 1000 or so feet away?  #vslive',neutral,microsoft
126742062635810817,b'#Microsoft researchers want to turn your hand into a touchscreen http://t.co/byYIcRpS',neutral,microsoft
126741965915168771,"b""RT @sb_greenbiz: #Microsoft's supplier #sustainability movement & the effect it could have on #plastics companies http://t.co/m0otPgEm""",neutral,microsoft
126741473726177280,b'#Microsoft Eyes A New Approach to Social #Search http://t.co/lh6pRoAM',neutral,microsoft
126740991087611904,b'Microsoft wants to transform your hand into a touchscreen: http://t.co/Gwi35vtP @TechFlash #microsoft #omnitouch',neutral,microsoft
126740408926609409,b'Microsoft CEO Looks Ahead at Social and Mobile Plans http://t.co/KFwQ8r4T #Technology #Microsoft #Nokia',neutral,microsoft
126740066138722305,b'Ufff... after #Microsoft #MTS11 and #MVP meeting. Was great! #MVPBuzz',neutral,microsoft
126739377232687105,b'Handling Multi-touch and Mouse Input in All Browsers http://t.co/duK6ze2G #microsoft #ie',neutral,microsoft
126737802657402880,b'Not even the Durban rain can stop the part. Prime Circle rocking  #Microsoft #techedafrica',neutral,microsoft
126737400658538496,b'#Linux Licensing in Conflict with Secure Boot Support http://t.co/vAyDRedn #opensource #uefi #microsoft',neutral,microsoft
126737368001683457,b'#Microsoft CEO Looks Ahead at Social and Mobile Plans http://t.co/wYmFplCs #marketing',neutral,microsoft
126737116049833984,b'i see the #microsoft #lync 64-bit installer still tries to install to C:\\Program Files (x86)',neutral,microsoft
126736393987817472,"b'Listening to Doug Leland #Microsoft  big data guru. Social media impact huge not just data wise, but within tools to manage data #gartnerSYM'",neutral,microsoft
126735639508037632,b'Follow @whymicrosoft for insight on #Microsoft solutions which drive productivity for people and their organizations',neutral,microsoft
126735624299487232,"b""Doesn't #Microsoft Research's new touch technology resemble a lot the one developed by Pranav Mistry in ~2009? http://t.co/yZ9xGQGM""",neutral,microsoft
126735411811848192,b'#Microsoft researchers want to turn your hand into a touchscreen: http://t.co/UoPSyLTO | #Institute #University #accuracy #applications',neutral,microsoft
126734632120102912,b'#Microsoft Released Camera Codec Pack For Supporting RAW File  #Windows',neutral,microsoft
126734120058490881,b'RT @ObinnaOsobalu: How to resolve incorrect file associations in #Microsoft #Office2010 http://t.co/FgbcXyTP',neutral,microsoft
126733687944515584,"b'Undecided how i feel about new #microsoft #searchengine idea, but could be cool minus the whole celebrity impersonation http://t.co/BdfKJGkz'",neutral,microsoft
126733589328048128,b'#apple #facebook @facebook  #microsoft hahahahaha http://t.co/XeNSzCjh',neutral,microsoft
126733404870942720,"b'RT @UMDNews: The Future of #Information: Innovators from #Google, #Microsoft &#Twitter  Nov. 14-18  Info & registration at http://t.co/k ...'",neutral,microsoft
126732343254851584,"b'At the #VMworld party, looks good but I wonder who are the better dancers; #VMware or #Microsoft employees! ;-)'",neutral,microsoft
126732316000264192,b'@Brittjje #MICROSOFT',neutral,microsoft
126731759646810113,"b'#Microsoft bringing #touchscreens to walls, clothes, and more http://t.co/bmQf5wEx #tech'",neutral,microsoft
126729179994656769,b'How to install Windows 7 \xe2\x80\x93 What to do before start [Part 2]: http://t.co/vvaslUmA via @Pureinfotech #win7 #tech #software #backup #microsoft',neutral,microsoft
126728328358014980,b'#Microsoft Excel Tips: How To Alternate the Color Between Rows #tips \rhttp://t.co/WJWREFjJ',neutral,microsoft
126726863811903488,b'Are you going to #RSNA? Visit #Microsoft at booth 1411 http://t.co/wdHFz7hp #RSNA2011 #RSNA11 #radiology #Amalga #HealthVault',neutral,microsoft
126726199123771392,"b'Agree ! RT @MuraineR: #Microsoft launching the OmniTouch, how funny I though that was an @ALUEnterprise soluti\xe2\x80\xa6 (cont) http://t.co/xyWfXsDL'",neutral,microsoft
126725918629695489,b'RT @E2EVC: #Microsoft #SCVMM #2012- Session by @virtualfat - all u need to know about the new 2012 version. #e2evc Register http://t.co/ ...',neutral,microsoft
126725691059351552,b'http://t.co/cBCEFILN - Many-To-Many Control for #Microsoft #LightSwitch',neutral,microsoft
126724433791549440,b'RT @thomasgoubin: RT @cmaneu: #stage #Toulouse #Microsoft #net #SuperBo\xc3\xaete #Win8 #geeks = http://t.co/kWfptH4P (Please RT ;)',neutral,microsoft
126724174378045440,b'iCloud Control Panel for Windows: http://t.co/8nJ4VHNL #win7 #windows7 #apple #ipad #iphone #ipod #iphone4s #microsoft #icloud',neutral,microsoft
126723269326938112,b'Hanging out at #Microsoft Commons with @VinceMayfield',neutral,microsoft
126723018989907968,b'RT @AndroidTopNews: Steve Ballmer: Android is for computer science geeks http://t.co/o7vJl4Tl #News #android #google #microsoft #steve_b ...',neutral,microsoft
126722729444515840,b'Windows 8 on a #Tablet? Can #Microsoft put a bruise on the #ipad? - http://t.co/WGRMnyPi #productivity #office',neutral,microsoft
